chord,x,y,z,color
A,-2.7523406,-11.2913265,-5.6590247,3.469342
A#,-17.478218,4.736547,-24.40628,-11.551409
A#/C#,-30.852917,10.823704,-20.190527,-16.583385
A#2,-12.668933,3.8582141,15.394183,-10.838495
A#5,-22.918392,23.993595,8.448099,-9.518262
A#7,-7.4873,-0.8313258,0.9565918,2.3659697
A#dim,20.26064,-5.2757297,-18.624613,8.9309845
A#dim7,-18.969465,-19.314777,5.87768,-11.600071
A#m,-38.26332,-8.844247,1.089728,-14.993323
A#m/C#,-24.648413,27.490479,-5.036387,-17.00792
A#m7,-18.681438,16.760807,16.775717,-14.416434
A#m7b5,-14.499704,5.1964264,10.930538,-10.777785
A#m9,-18.7333,10.816403,4.140943,-11.557345
A#maj7,-30.250633,22.849382,-7.150855,-13.005777
A#sus4,-33.181137,14.5121565,2.1041048,-15.495752
A(5),-14.350793,5.6636024,2.882521,-11.665634
A(7),-40.56697,5.1531677,-7.525833,-15.2780485
A(9),-41.13609,-12.2223625,4.9703,-15.718446
A(b9),-14.743134,16.77883,5.7877293,-10.15441
A(maj9),-18.041533,7.5523095,-16.811594,-12.647635
A+,-20.938196,-5.8146086,-7.6848235,-11.814755
A/B,8.047947,20.420828,-6.1460357,1.0776778
A/Bb,-25.447859,9.653936,-15.169926,-15.548884
A/C#,4.4402666,-14.258374,-7.907631,4.8866224
A/D,10.638137,10.209816,10.52377,6.18674
A/E,0.7373809,-1.4848825,4.866366,3.104735
A/F,-13.509134,7.0142355,-18.307344,-12.2677765
A/F#,-23.571648,2.611313,-9.303189,-12.7902975
A/G,-17.06356,-9.442855,1.474315,-10.510931
A/G#,-2.4875174,-8.286866,-2.0920491,3.2629073
A11,-15.541667,9.568446,-6.523697,-13.036297
A13,8.723486,21.316334,-11.569095,1.8049982
A13b5,-8.214416,0.8424104,-18.85683,-11.470987
A2,-4.499978,12.121822,-2.3323157,0.27636412
A4,18.108181,-13.546499,17.623388,10.862217
A5,1.700413,-19.069897,16.108732,4.405406
A6,4.367601,-23.124557,6.854175,4.866315
A6/B,-34.80324,17.50743,-2.2712262,-15.472638
A6/C#,-37.85663,5.7087016,18.464777,-13.6473465
A6/E,-29.622274,0.3115612,-5.6462083,-13.67046
A7,4.7199593,-23.228865,2.6188328,8.736359
A7#5,-14.591657,5.064825,7.9305463,-11.066628
A7(b9),-34.00339,2.5562987,11.5307865,-13.756689
A7-9/E,38.411957,-10.208013,-7.9600163,12.054036
A7/C#,-31.106052,-2.4522824,-18.067593,-14.422551
A7/D,-37.62936,-4.0623126,-4.8425074,-14.4930725
A7/E,-26.400537,-7.1541896,-19.260424,-14.336624
A7/G,3.582873,-5.951364,0.42037916,5.4097915
A7add11,-19.503666,11.734085,-12.305806,-12.862543
A7add13,-20.319092,11.13244,-19.94835,-16.363304
A7add6,-19.010618,6.771524,-0.96008223,-12.2316265
A7b13,25.64134,-3.6610382,4.920357,11.986044
A7b5,-18.825005,-4.0259714,9.396607,-11.278949
A7b9,-31.61909,-14.38386,-8.669159,-13.740233
A7sus,-13.894215,-11.053294,-5.426175,-9.829771
A7sus2,9.67287,6.9718823,-23.608288,6.069655
A7sus2/E,-25.779263,-1.583913,-8.865922,-12.828956
A7sus4,10.480614,-15.700319,-18.273088,8.301664
A7sus4/E,-14.275271,4.5953064,0.15394543,-12.0013075
A9,2.5503688,1.0972385,11.547991,5.5917196
A9/C#,-29.271915,-3.0340457,3.4213133,-13.5550165
A9sus4,-27.462559,-14.724108,-4.277198,-12.964342
AM,-38.778526,-15.1190195,-0.28865167,-14.653033
AM7,10.793885,-17.313925,-5.10198,8.503027
Aadd#11,-12.471942,11.3952875,3.781333,-10.8150625
Aadd11,2.9976175,-7.569445,-11.601257,5.2592483
Aadd2/B,-5.4160085,-0.8123921,18.649498,-7.8300734
Aadd4,-7.494516,-8.932925,-11.884717,-3.2060666
Aadd4/C#,-11.65303,15.104239,15.109669,-10.089713
Aadd9,3.7872958,17.086094,8.755158,0.90424246
Aadd9/B,-14.6878805,9.790177,27.336378,-10.969013
Aadd9/C#,-18.774883,4.1068764,12.746358,-10.7984295
Aadd9/E,-28.179659,-19.077518,3.8183107,-13.427255
Aadd9/F#,-32.251045,12.992102,9.500164,-14.192265
Aaug,3.9556177,-25.394316,7.8055763,4.8361325
Aaug/Eb,38.087032,-13.762745,0.95048636,12.656514
Ab,36.94339,16.169611,13.705216,15.902275
Ab(b5),-39.734154,-7.225827,12.1028185,-15.57069
Ab/Bb,47.090733,2.0362272,5.2616434,14.836214
Ab/C,-27.244831,-3.08128,0.6906236,-13.32812
Ab/Eb,-19.01362,-9.402201,5.866417,-10.537484
Ab/G,-10.25686,6.009258,14.216738,-10.320687
Ab/Gb,-44.822815,-1.2826718,1.1368679,-16.136007
Ab11/Db,-5.895163,-12.407045,22.271788,-6.3041725
Ab13,43.327244,12.227906,-1.4893544,14.745036
Ab4,-34.17961,4.415044,5.3778706,-13.653759
Ab5,-16.287868,11.933103,-0.24727738,-11.038288
Ab6,-41.874256,7.3009286,9.969338,-14.476873
Ab6/Bb,-36.22017,-0.682627,-6.2115426,-14.185018
Ab7,41.292557,9.834171,11.233083,15.4342
Ab7#11,-33.838142,-13.83043,-11.186521,-13.838228
Ab7/C,-41.87594,1.7839423,2.5526378,-14.311506
Ab7sus4,42.69288,9.3815365,5.0933585,14.928683
Ab9,-33.926346,3.0144856,-7.9316454,-14.35288
AbM7,25.471764,0.13695782,5.8141036,13.111112
AbMaj7,-42.06553,11.951028,0.12287824,-13.038463
Abadd9,15.088952,-18.035484,5.6663594,8.668423
Abaug,-38.428074,7.8256025,-9.929969,-15.192976
Abdim,-20.977436,-2.5096254,15.580746,-10.050135
Abdim7,23.695757,0.81623113,14.150722,12.383434
Abm,34.93627,3.2355118,13.006093,15.167691
Abm6,-20.550913,10.251039,-4.402393,-12.710911
Abm7,-31.187908,-20.182413,-7.9232144,-9.248697
Abm7b5,-11.62379,8.6329975,9.427556,-10.315503
Abm9,-32.331997,0.096104845,-1.4573122,-13.723251
Abmaj13,43.97621,5.27565,-1.8764045,14.293522
Abmaj7,39.700153,-6.009999,16.598183,14.052161
Abmaj7/Bb,38.2718,-6.633192,8.364723,13.309806
Abmaj7/Eb,36.040325,8.174025,4.879267,14.7347145
Abmaj9,39.51597,0.015672723,2.3802288,13.871653
Absus,-25.913307,15.469738,-20.714949,-16.588997
Absus4,-19.21759,-14.860363,-4.9697766,-11.97536
Adim,26.035114,5.865299,6.130479,14.182321
Adim/C,-16.999962,17.24026,-16.637403,-13.14118
Adim7,28.213995,13.786025,-6.7778215,12.844349
Adim7/Bb,-22.6139,4.389359,-12.589976,-12.422117
Am,18.213894,-19.599564,4.9775844,9.060953
Am(7),-36.803505,11.319267,5.660077,-13.358663
Am/B,9.1584835,-4.2898645,-9.241594,7.83538
Am/C,7.3329954,-17.534641,19.273346,4.5761986
Am/D,40.858513,-2.3234522,-15.35472,12.825675
Am/E,2.954294,-12.551002,2.8971446,3.6677802
Am/F,32.1281,-13.249911,-8.04831,11.639148
Am/F#,2.237589,3.4764116,-18.086432,6.805886
Am/G,31.609125,-18.158476,-0.2062979,11.694841
Am/G#,17.028301,-9.655465,0.56810135,8.073936
Am11,17.754513,8.893273,-1.3564026,7.4362645
Am11/G,-10.435148,21.774227,-15.394435,-8.028844
Am6,35.542133,-0.6174651,-10.928983,12.0501795
Am7,30.343077,2.7713962,-20.256428,11.593199
Am7-5,-31.925648,-5.72419,10.042832,-12.869289
Am7/B,-27.979752,7.5262904,1.6922005,-13.676559
Am7/C,-36.798492,2.89161,7.2255063,-13.668994
Am7/Cb,-36.04853,2.9180875,-4.7440486,-14.209031
Am7/D,27.557114,-5.4244227,-12.296379,10.944876
Am7/E,-29.866846,-9.659893,0.66882664,-15.286954
Am7/G,28.994131,-15.079692,0.39590612,11.579689
Am7add11,15.664789,0.3906533,-0.9316717,7.3412743
Am7b5,27.730385,12.96482,-3.9600337,13.021165
Am7b5/Eb,-29.725107,11.888102,-11.154103,-14.169137
Am9,-33.990925,-1.6696022,-10.646402,-13.870237
AmM7,-31.754503,24.44016,4.817147,-9.866544
AmMaj7,-16.95272,15.112074,-12.025752,-12.874832
Amadd9,8.858628,10.758858,16.394445,5.872691
Amadd9/B,12.732159,-12.322263,-4.0600905,8.1349325
Amaj,-7.800826,-23.469845,9.164549,-4.8555555
Amaj7,10.556917,20.124481,0.76069766,1.1606628
Amaj7/B,-24.33296,4.309382,-7.935694,-12.906258
Amaj9,12.186002,17.9574,-8.547914,1.4817483
Amaj9b5,1.1119629,29.473795,0.52309823,-1.1357834
Ammaj7,18.148993,-5.8785253,-6.4135537,8.668019
Ammaj9,-8.362133,5.33192,19.764648,-9.045861
Asus,1.3124608,-10.094781,-15.022143,4.7941904
Asus/C#,-19.011562,14.098961,-4.5435805,-12.930793
Asus2,-1.7562568,-26.143711,0.50352633,-2.0465915
Asus2/B,-31.477854,-16.949854,9.62083,-13.583159
Asus2/C,6.8831606,8.027793,0.6180134,1.5018147
Asus2/C#,-14.65269,23.43368,-13.643546,-8.714084
Asus2/D,-14.349779,3.6446571,-14.008356,-12.20328
Asus2/E,-3.431153,-31.154705,-1.2003591,-2.1057732
Asus2/F,-14.321242,3.8531964,17.718369,-11.025331
Asus2/F#,-3.1682098,-28.918598,-0.546359,-2.0564919
Asus2/G,-5.565362,-28.022474,-0.13485432,-2.0311267
Asus4,-3.094089,-14.990616,-10.747883,3.521477
Asus4/Bb,-1.4050401,-3.5155504,28.228344,-4.348346
Asus4/E,-17.595766,-0.9671236,1.9230047,-11.107761
Asus4/F#,21.33798,1.4704115,-1.4561166,8.723933
Asus4/G,-21.51842,8.176109,11.6241455,-11.765687
Asus7,-14.359996,-9.191731,-7.521498,-9.808235
B,-3.6016042,7.5946565,10.7265005,-0.056671117
B#5,-14.252756,9.854456,-11.910083,-12.680161
B#m7,-8.054288,-3.942106,3.067786,2.871446
B(b5)/F,2.8312078,18.505093,-2.5974092,0.55587983
B(b9),-41.83326,4.3456006,3.1966593,-14.165249
B(sus4),-21.12609,22.299952,-5.1532154,-12.39882
B(С)/D,-11.016059,-0.64023757,8.709791,-10.987074
B+,-18.727,-12.3392315,8.760586,-11.461647
B-5,-21.031355,-9.990081,-16.155537,-11.601501
B/A,-24.208132,5.18184,6.4817095,-11.755289
B/Bb,0.28983757,18.15712,-0.46725044,0.36614653
B/C#,-6.027698,-3.741541,20.559946,-7.8974
B/D#,-1.0446404,3.9827592,-3.499961,1.1094018
B/E,-0.5085364,-3.7610056,1.6220497,3.02535
B/Eb,-32.831715,0.0075751552,5.9994707,-13.647489
B/F,-0.3842287,11.325651,0.79533094,0.5178248
B/F#,-4.689615,4.7970986,0.1697189,0.38338864
B/G,-13.651957,-6.393963,4.381257,-10.34569
B11,-12.948378,-13.652422,-15.835742,-12.255341
B11/F#,-21.016153,-0.10043977,-23.554949,-15.563771
B13,-20.786285,-10.160991,-7.3237767,-11.779954
B2,-14.736386,3.4167242,-2.8218846,-12.259034
B5,0.69152224,-20.785776,19.40778,4.291005
B5/A,-32.85042,7.7442756,-6.7779393,-14.940921
B5/C,-33.35003,6.101398,-0.922632,-14.087362
B5/F#,-38.27934,-0.3582739,-8.986674,-14.318046
B6,-25.715654,-15.706165,3.0159934,-13.04294
B6(#9),-21.234344,16.882236,14.497433,-13.639149
B7,5.498894,6.957255,-10.829359,2.1408553
B7#5,-10.49743,-8.004291,-21.278505,-10.546838
B7#9,22.05453,-4.0598536,-17.507627,9.577112
B7(b13),-34.37542,-12.783573,-1.6994146,-14.695428
B7(sus),-10.804058,9.355571,-11.64487,-12.452792
B7+,-36.514282,-10.590125,-1.5883591,-14.665834
B7+5,21.54712,5.1225166,-16.774364,9.580485
B7-5,-21.126963,2.6714854,-1.5473611,-12.932381
B7/D#,19.441353,2.2926688,-5.954852,8.114905
B7/E,-34.974472,-15.49204,6.281375,-14.355157
B7/F#,-22.246822,-3.0169039,24.053205,-16.94304
B7b9,-41.452553,7.749659,-18.442038,-16.26868
B7sus,11.210381,-3.8621595,2.4842703,6.848771
B7sus2,-8.202291,-8.785927,5.847911,3.287017
B7sus4,9.413684,10.6375265,-25.30885,5.7020288
B9,-0.10859025,18.770578,-11.671942,0.9538121
B9-5,-13.300511,11.017594,-18.892487,-12.319396
B9/C,-25.232922,3.9304316,11.382203,-11.983559
B9sus,-35.65922,-4.5071793,-12.026224,-15.269357
B9sus4,-28.223629,-9.97892,-13.885696,-14.541084
BM7,-17.756514,-15.454107,-8.521152,-11.611066
Badd11,5.642036,13.601478,5.1180673,0.943055
Badd11/A,-31.368717,13.43881,20.34072,-16.90572
Badd4/E,-35.575825,-7.8597713,-15.264841,-15.669219
Badd9,-19.90281,-1.8981323,-6.8893847,-11.947199
Baug,29.769783,-2.8508956,-1.7325212,11.70401
Bb,23.213322,10.216046,13.134588,16.48275
Bb-5,-16.725437,10.754229,9.481064,-10.368094
Bb/A,22.154816,7.0479693,21.24303,13.193951
Bb/Ab,-18.349722,0.9403922,-23.935753,-11.417001
Bb/C,37.71827,-16.968912,0.32410493,12.567784
Bb/D,38.3881,-6.9001865,18.635178,13.97304
Bb/Eb,-28.666634,-17.240252,8.3442955,-13.165908
Bb/F,34.354614,-7.834746,0.109308936,12.636445
Bb13,-36.184097,12.901355,11.3370695,-14.307768
Bb2,-19.396185,-5.3057394,-10.655094,-11.995973
Bb5,4.77594,-5.6908283,-28.139027,4.3561444
Bb6,33.957027,-11.639943,6.89682,12.580984
Bb6/D,-11.106055,0.855639,6.615524,-10.921648
Bb7,41.206,4.230748,-8.479652,13.747533
Bb7#5,6.7023773,28.64021,-6.3050175,14.954348
Bb7#9,27.568514,1.878862,8.097294,14.62362
Bb7(b13),-26.301743,-14.021804,-9.507078,-11.810408
Bb7(b5),-13.596422,22.36553,-1.3206002,-9.310088
Bb7-9,-15.027613,-4.454928,-17.17857,-12.779
Bb9,37.866787,5.6064916,-12.208933,13.090696
Bb9/F,-20.881622,-8.426841,-1.2546645,-10.760281
Bb9b5,-27.805462,11.047837,-6.9044123,-13.910858
Bb9sus4,-27.088339,12.188727,-0.34153518,-13.294988
BbM7,-26.046526,1.2412205,-25.225027,-16.107552
Bbadd#11,-24.437874,10.123791,16.66059,-12.733356
Bbadd2,-11.101414,7.4375215,-24.429146,-12.040352
Bbadd9,-12.019565,25.839657,-7.50889,-8.759771
Bbadd9/D,-33.481697,15.653702,-18.896444,-16.409695
Bbaug,1.6652051,-13.871386,-6.4290514,4.984478
Bbdim,4.1187563,2.1712036,6.5217795,5.93276
Bbdim7,-6.07746,-13.035462,4.0227256,3.3144412
Bbm,37.124493,13.896187,11.998341,15.821646
Bbm/Ab,-16.571259,-9.69713,-23.234934,-13.76907
Bbm/Db,-11.996679,4.303732,-6.367807,-12.626619
Bbm6,34.300804,-4.8655186,-16.018019,13.668111
Bbm6/Db,-32.157005,-9.311463,17.424828,-11.521104
Bbm7,47.16788,9.07054,9.551176,15.350943
Bbm7/Ab,-32.286186,-6.452999,4.9240026,-14.193913
Bbm7/Db,-24.312025,-6.936681,-7.8100214,-14.37783
Bbm7/Eb,42.214184,2.723466,9.668949,15.0207615
Bbm7b5,43.587387,0.7557702,0.4374927,14.1121025
Bbm9,42.844833,11.268202,8.333304,15.219917
Bbmadd9,-32.358856,-19.645926,-0.18652628,-13.708375
Bbmaj7,37.273537,-11.186893,8.817794,13.017594
Bbmaj7/F,31.394403,-24.955158,-0.959881,9.75625
Bbmaj9,13.011155,-6.162645,7.2844815,6.8832245
Bbmb5,-36.14414,-3.7453697,10.427174,-14.8865
Bbmmaj9,-23.945175,-17.907219,-14.1822195,-10.780492
Bbsus,-31.773375,-5.1827517,21.18657,-14.722265
Bbsus2,8.560451,-17.784351,4.1548223,7.9850945
Bbsus2/F,-31.667164,-4.525271,-6.4702435,-14.625193
Bbsus4,11.87251,12.860708,-21.464512,6.864153
Bdim,27.962374,-12.902571,-2.9645166,11.091448
Bdim7,37.037674,-11.448847,-4.5745907,12.617242
Bm,-7.161503,-16.153315,-6.039349,3.4072185
Bm/A,-6.32919,-18.961933,0.061547227,3.8370333
Bm/Ab,-20.943552,0.50547194,11.577491,-11.171137
Bm/Bb,-21.043201,8.728782,-1.1990124,-12.572539
Bm/D,11.686255,0.5558879,-13.162199,7.7261
Bm/E,-19.0122,3.3144581,-6.818282,-12.441506
Bm/F#,11.8229,-0.4637736,11.375844,6.30032
Bm/G,10.902756,1.9347525,7.6166124,6.3323803
Bm/G#,-5.6743727,-14.646654,-4.051891,3.3939948
Bm11,0.18428214,-0.51296514,28.79072,-4.252993
Bm11/E,14.555498,0.19647264,-7.869755,8.148783
Bm6,-13.868896,-20.838171,-5.167985,-11.882394
Bm7,12.197121,11.185387,-8.062983,2.0095625
Bm7#5,-18.842407,-18.401247,15.786415,-10.349681
Bm7-5,-1.5147843,-13.743765,5.142501,3.4608378
Bm7/A,-4.678584,-1.5136452,9.28507,2.5191987
Bm7/E,3.6347685,-7.277521,10.86295,5.4002914
